time_step,historical_f0_image_path,real_displacement,camera_displacement,scale_factor
24,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643388487176708,0.3864997923374176,43.06183034801449
25,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64342268230972,0.4295799434185028,38.74348171347344
26,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643331514990624,0.4651624858379364,35.779608248093325
27,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643355455763444,0.45641833543777466,36.46513332949241
28,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643301293037574,0.44843384623527527,37.11428437608499
29,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643256093950363,0.3763240873813629,44.22585917835299
30,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643257066568406,0.3836313486099243,43.383464690450104
31,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64336384825897,0.45114028453826904,36.89177051721959
32,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64336685244364,0.3271976113319397,50.866406954172604
33,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643442780057885,0.44636380672454834,37.286721121474294
34,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643446689892468,0.41638001799583435,39.971770907745565
35,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643434658570413,0.386911004781723,43.01618318651819
36,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643388439340328,0.4536063075065613,36.69126324725894
37,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643273060007086,0.4564429223537445,36.462988568609035
38,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643364893289846,0.3405285179615021,48.87509860531398
39,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643344954207727,0.4159645140171051,40.01145384609257
40,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643336976544468,0.43566346168518066,38.20227868586162
41,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643380409627028,0.45076459646224976,36.922554566729076
42,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64344548306282,0.4360595941543579,38.167823174121736
43,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643401612654785,0.43942874670028687,37.87508609218606
44,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643466298461274,0.4471733868122101,37.21926838515253
45,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643441720288052,0.4505442976951599,36.94074435173314
46,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64344151573322,0.45721596479415894,36.4017068459676
47,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64346575474093,0.47339901328086853,35.15737314151589
48,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643384020345977,0.4320055842399597,38.525853895215675
49,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643363315391316,0.44537419080734253,37.36939333018246
50,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643455401516462,0.43727731704711914,38.06155671167145
51,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643502279708088,0.47603264451026917,34.96294313351245
52,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643438733191605,0.4963057041168213,33.53465131497671
53,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643518589171865,0.4634922742843628,35.908945008564906
54,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643551903473007,0.4618164002895355,36.039326219333795
55,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643566116065916,0.4850577712059021,34.312543997982644
56,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64359509536906,0.48775115609169006,34.12312792599575
57,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643496582041855,0.5050657987594604,32.95312536093616
58,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64346255852931,0.480463445186615,34.640434616341906
59,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643451125414487,0.47025197744369507,35.39262336734621
60,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643442320533396,0.47950416803359985,34.70969269941185
61,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643534301455087,0.5044680237770081,32.992248303159236
62,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64350574226915,0.4476874768733978,37.176616729388186
63,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643469427515235,0.46156421303749084,36.058838526468165
64,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64342377789088,0.4332562983036041,38.414730133312474
65,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64342126103002,0.44362297654151917,37.517040687977854
66,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64348191156606,0.455472856760025,36.54110593978822
67,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643512123125465,0.4492163360118866,37.05010434590488
68,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643511294792642,0.44107866287231445,37.73365772538103
69,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64349565492105,0.4299203157424927,38.7129778367811
70,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643489267898687,0.4524203836917877,36.787664455094706
71,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64343003436884,0.4692201614379883,35.47040686266082
72,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643434332274087,0.46212103962898254,36.0153139654416
73,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643405013569307,0.4558195173740387,36.51314693467146
74,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643360072222254,0.4410204291343689,37.738297304933695
75,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64340622888353,0.46181952953338623,36.03876658421032
76,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643406207965274,0.49412402510643005,33.68264921824117
77,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643424839720392,0.5113611817359924,32.54729814104881
78,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64355532290238,0.44784894585609436,37.16332365388751
79,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64355998263488,0.4254516661167145,39.1197433413483
80,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64351457245953,0.45373284816741943,36.68130848291232
81,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643506309497635,0.4883008599281311,34.084532048432706
82,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643538182828863,0.4575922191143036,36.37198686429459
83,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64347697367676,0.448085218667984,37.143552789249696
84,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.6433727873414,0.44975534081459045,37.00539221434738
85,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643295036361025,0.4541878402233124,36.644078864326154
86,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643182881586057,0.45856973528862,36.29367923967109
87,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64319783298071,0.4899902939796448,33.96638267629053
88,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643271710625193,0.4538579285144806,36.67066424310395
89,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64331779032683,0.4243582785129547,39.219967261269645
90,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643300033084376,0.4327313303947449,38.461046991679744
91,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643380926203456,0.4536586403846741,36.68701407756923
92,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643411873701087,0.42794889211654663,38.89112036576662
93,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64321875505384,0.4547601640224457,36.59779389610823
94,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643283850563492,0.4761299788951874,34.955336963201916
95,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643295033652855,0.48910486698150635,34.02807078237919
96,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64333325958468,0.5016554594039917,33.1768207593282
97,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643388867381407,0.48603159189224243,34.24343014943645
98,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64335265934848,0.4778710901737213,34.828122063835444
99,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.6433538267293,0.4850143492221832,34.31517820744937
100,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643336513440094,0.45224738121032715,36.80139942192338
101,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64332372107346,0.4681012034416199,35.55496888003443
102,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643341768225422,0.47452670335769653,35.07356203657043
103,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643343264189447,0.4748234748840332,35.051643704545725
104,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643385633017502,0.46487170457839966,35.80210511653249
105,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643369156304406,0.4635259509086609,35.90601372733936
106,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643433198516384,0.5002596378326416,33.26959030839168
107,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643395315129222,0.4826892614364624,34.48055849761231
108,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643426811397067,0.47521018981933594,35.02329530796576
109,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64343213830205,0.4990731477737427,33.34868287854155
110,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64345603084766,0.4933020770549774,33.73887280225821
111,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.64349101040565,0.5078369975090027,32.77329358050681
112,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.643392370865502,0.5127167701721191,32.461181960711585
113,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.63857103445313,0.5188425183296204,32.068634405715095
114,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.618072749152166,0.5087656378746033,32.66351245452639
115,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,16.388011136334736,0.500344455242157,32.753458072006126
116,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/01f1943ce76a5b93.jpg,15.762199856198484,0.462781697511673,34.059687193659826
117,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/59f6a440756d533b.jpg,18.41205871496777,0.5078005194664001,36.25844797148942
118,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/59f6a440756d533b.jpg,16.942930417851525,0.4587766230106354,36.93067512173294
119,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/59f6a440756d533b.jpg,15.059894739582127,0.43304139375686646,34.77703276568889
120,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/7334245efcc95bd8.jpg,16.78662695593974,0.4587685167789459,36.59062542870231
121,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/f067180cbebf5eb0.jpg,18.4138141684282,0.4735420346260071,38.88527907130994
122,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/f067180cbebf5eb0.jpg,15.38650043343924,0.392456978559494,39.20557226403542
123,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/dd52aca60a345df6.jpg,15.762199856198484,0.6999334692955017,22.519568712814205
124,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/5a72c057d9b05ba7.jpg,15.059894739582127,0.6371259093284607,23.637234837075546
125,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/5fcc0c8a4ec65078.jpg,16.78662695593974,0.68747878074646,24.41766557174744
126,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/bce14729ce85551d.jpg,15.38650043343924,0.5642604231834412,27.268438120525573
127,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/59f6a440756d533b.jpg,17.68435187177229,0.6647671461105347,26.6023253032902
128,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/e53b369ffc5c55b8.jpg,15.144161665785731,0.4083901047706604,37.08258718533407
129,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/d66c12ec337c5a10.jpg,15.407312331584329,0.41964924335479736,36.714738738508906
130,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/4624d14fe543563a.jpg,15.910561200100686,0.44755494594573975,35.54996172923455
131,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/1cc9cdae3e135213.jpg,15.144161665785731,0.5949797034263611,25.453240805650573
132,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/18dda388461c57e1.jpg,15.407312331584329,0.6108918786048889,25.221013523326654
133,/home/hongyuan/world-decoder/dataset/sensor_blobs/mini/2021.06.14.18.42.45_veh-12_03445_03902/CAM_F0/bf6d3ff8f3985cde.jpg,15.910561200100686,0.6584661602973938,24.16306586342226
